entry_id,pdf_page,cet_level,canonical_word,word_form,display_form,member_kind,sense_number,source_family,normalization_rule,review_status,review_reason
3101-02,94,CET-4,modern,modernize,modernize,derived,,modern modernize/Ｇise modernization/Ｇsation,literal,spot_check,PDF 连字符/共享词尾字形已恢复
3101-03,94,CET-4,modern,modernise,modernise,derived_variant,,modern modernize/Ｇise modernization/Ｇsation,shared_suffix:-ise,spot_check,共享词尾替换；PDF 连字符/共享词尾字形已恢复
3101-04,94,CET-4,modern,modernization,modernization,derived,,modern modernize/Ｇise modernization/Ｇsation,literal,spot_check,PDF 连字符/共享词尾字形已恢复
3101-05,94,CET-4,modern,modernisation,modernisation,derived_variant,,modern modernize/Ｇise modernization/Ｇsation,shared_suffix:-sation,spot_check,共享词尾替换；PDF 连字符/共享词尾字形已恢复
3102-01,94,CET-4,modest,modest,modest,canonical,,modest modesty,literal,clean,
3102-02,94,CET-4,modest,modesty,modesty,derived,,modest modesty,literal,clean,
3103-01,94,CET-4,modify,modify,modify,canonical,,modify modification modifier,literal,clean,
3103-02,94,CET-4,modify,modification,modification,derived,,modify modification modifier,literal,clean,
3103-03,94,CET-4,modify,modifier,modifier,derived,,modify modification modifier,literal,clean,
3104-01,94,CET-4,moist,moist,moist,canonical,,moist moisture,literal,clean,
3104-02,94,CET-4,moist,moisture,moisture,derived,,moist moisture,literal,clean,
3105-01,94,CET-4,mold,mold,mold,canonical,,mo(u)ld mo(u)ldy,optional_omitted,spot_check,括号可选拼写
3105-02,94,CET-4,mold,mould,mould,canonical_variant,,mo(u)ld mo(u)ldy,optional_included,spot_check,括号可选拼写
3105-03,94,CET-4,mold,moldy,moldy,derived,,mo(u)ld mo(u)ldy,optional_omitted,spot_check,括号可选拼写
3105-04,94,CET-4,mold,mouldy,mouldy,derived_variant,,mo(u)ld mo(u)ldy,optional_included,spot_check,括号可选拼写
3106-01,94,CET-6,molecule,molecule,molecule,canonical,,molecule molecular,literal,clean,
3106-02,94,CET-6,molecule,molecular,molecular,derived,,molecule molecular,literal,clean,
3107-01,94,CET-4,mom,mom,mom,canonical,,mom(my),optional_omitted,spot_check,括号可选拼写
3107-02,94,CET-4,mom,mommy,mommy,canonical_variant,,mom(my),optional_included,spot_check,括号可选拼写
3108-01,94,CET-4,moment,moment,moment,canonical,,moment momentary momentarily,literal,clean,
3108-02,94,CET-4,moment,momentary,momentary,derived,,moment momentary momentarily,literal,clean,
3108-03,94,CET-4,moment,momentarily,momentarily,derived,,moment momentary momentarily,literal,clean,
3109-01,95,CET-6,momentum,momentum,momentum,canonical,,momentum momentous,literal,clean,
3109-02,95,CET-6,momentum,momentous,momentous,derived,,momentum momentous,literal,clean,
3110-01,95,CET-6,monarchy,monarchy,monarchy,canonical,,monarchy monarch,literal,clean,
3110-02,95,CET-6,monarchy,monarch,monarch,derived,,monarchy monarch,literal,clean,
3111-01,95,CET-4,monday,monday,Monday,canonical,,Monday,literal,clean,
3112-01,95,CET-4,money,money,money,canonical,,money monetary,literal,clean,
3112-02,95,CET-4,money,monetary,monetary,derived,,money monetary,literal,clean,
3113-01,95,CET-4,monitor,monitor,monitor,canonical,,monitor,literal,clean,
3114-01,95,CET-4,monkey,monkey,monkey,canonical,,monkey,literal,clean,
3115-01,95,CET-6,monopoly,monopoly,monopoly,canonical,,monopoly monopolize/Ｇise,literal,spot_check,PDF 连字符/共享词尾字形已恢复
3115-02,95,CET-6,monopoly,monopolize,monopolize,derived,,monopoly monopolize/Ｇise,literal,spot_check,PDF 连字符/共享词尾字形已恢复
3115-03,95,CET-6,monopoly,monopolise,monopolise,derived_variant,,monopoly monopolize/Ｇise,shared_suffix:-ise,spot_check,共享词尾替换；PDF 连字符/共享词尾字形已恢复
3116-01,95,CET-6,monotony,monotony,monotony,canonical,,monotony monotonous,literal,clean,
3116-02,95,CET-6,monotony,monotonous,monotonous,derived,,monotony monotonous,literal,clean,
3117-01,95,CET-4,monster,monster,monster,canonical,,monster monstrous,literal,clean,
3117-02,95,CET-4,monster,monstrous,monstrous,derived,,monster monstrous,literal,clean,
3118-01,95,CET-4,month,month,month,canonical,,month monthly,literal,clean,
3118-02,95,CET-4,month,monthly,monthly,derived,,month monthly,literal,clean,
3119-01,95,CET-4,monument,monument,monument,canonical,,monument monumental,literal,clean,
3119-02,95,CET-4,monument,monumental,monumental,derived,,monument monumental,literal,clean,
3120-01,95,CET-4,mood,mood,mood,canonical,,mood moody,literal,clean,
3120-02,95,CET-4,mood,moody,moody,derived,,mood moody,literal,clean,
3121-01,95,CET-4,moon,moon,moon,canonical,,moon,literal,clean,
3122-01,95,CET-4,mop,mop,mop,canonical,,mop,literal,clean,
3123-01,95,CET-4,moral,moral,moral,canonical,,moral morality,literal,clean,
3123-02,95,CET-4,moral,morality,morality,derived,,moral morality,literal,clean,
3124-01,95,CET-6,morale,morale,morale,canonical,,morale,literal,clean,
3125-01,95,CET-4,more,more,more,canonical,,more,literal,clean,
3126-01,95,CET-4,moreover,moreover,moreover,canonical,,moreover,literal,clean,
3127-01,95,CET-4,morning,morning,morning,canonical,,morning,literal,clean,
3128-01,95,CET-6,mortal,mortal,mortal,canonical,,mortal mortality,literal,clean,
3128-02,95,CET-6,mortal,mortality,mortality,derived,,mortal mortality,literal,clean,
3129-01,95,CET-4,mortgage,mortgage,mortgage,canonical,,mortgage,literal,clean,
3130-01,95,CET-6,mosquito,mosquito,mosquito,canonical,,mosquito,literal,clean,
3131-01,95,CET-4,most,most,most,canonical,,most mostly,literal,clean,
3131-02,95,CET-4,most,mostly,mostly,derived,,most mostly,literal,clean,
3132-01,95,CET-4,motel,motel,motel,canonical,,motel,literal,clean,
3133-01,95,CET-4,mother,mother,mother,canonical,,mother motherly,literal,clean,
3133-02,95,CET-4,mother,motherly,motherly,derived,,mother motherly,literal,clean,
3134-01,95,CET-4,motion,motion,motion,canonical,,motion,literal,clean,
3135-01,95,CET-4,motivate,motivate,motivate,canonical,,motivate motivation,literal,clean,
3135-02,95,CET-4,motivate,motivation,motivation,derived,,motivate motivation,literal,clean,
3136-01,95,CET-4,motive,motive,motive,canonical,,motive,literal,clean,
3137-01,95,CET-4,motor,motor,motor,canonical,,motor,literal,clean,
3138-01,95,CET-4,motorway,motorway,motorway,canonical,,motorway,literal,clean,
3139-01,95,CET-4,mount,mount,mount,canonical,1,mount１,literal,spot_check,同形异义编号已移至 sense_number
3140-01,95,CET-4,mount,mount,mount,canonical,2,mount２,literal,spot_check,同形异义编号已移至 sense_number
3141-01,95,CET-4,mountain,mountain,mountain,canonical,,mountain mountainous,literal,clean,
3141-02,95,CET-4,mountain,mountainous,mountainous,derived,,mountain mountainous,literal,clean,
3142-01,95,CET-6,mourn,mourn,mourn,canonical,,mourn mourning,literal,clean,
3142-02,95,CET-6,mourn,mourning,mourning,derived,,mourn mourning,literal,clean,
3143-01,95,CET-4,mouse,mouse,mouse,canonical,,mouse,literal,clean,
3144-01,95,CET-4,mouth,mouth,mouth,canonical,,mouth mouthful,literal,clean,
3144-02,95,CET-4,mouth,mouthful,mouthful,derived,,mouth mouthful,literal,clean,
3145-01,95,CET-4,move,move,move,canonical,,move movement,literal,clean,
3145-02,95,CET-4,move,movement,movement,derived,,move movement,literal,clean,
3146-01,95,CET-4,movie,movie,movie,canonical,,movie,literal,clean,
3147-01,95,CET-6,mow,mow,mow,canonical,,mow,literal,clean,
3148-01,95,CET-4,much,much,much,canonical,,much,literal,clean,
3149-01,95,CET-4,mud,mud,mud,canonical,,mud muddy,literal,clean,
3149-02,95,CET-4,mud,muddy,muddy,derived,,mud muddy,literal,clean,
3150-01,95,CET-4,mug,mug,mug,canonical,,mug,literal,clean,
3151-01,96,CET-4,mule,mule,mule,canonical,,mule,literal,clean,
3152-01,96,CET-6,multilateral,multilateral,multilateral,canonical,,multilateral,literal,clean,
3153-01,96,CET-4,multiple,multiple,multiple,canonical,,multiple multiply multiplication,literal,clean,
3153-02,96,CET-4,multiple,multiply,multiply,derived,,multiple multiply multiplication,literal,clean,
3153-03,96,CET-4,multiple,multiplication,multiplication,derived,,multiple multiply multiplication,literal,clean,
3154-01,96,CET-6,multitude,multitude,multitude,canonical,,multitude,literal,clean,
3155-01,96,CET-4,municipal,municipal,municipal,canonical,,municipal municipality,literal,clean,
3155-02,96,CET-4,municipal,municipality,municipality,derived,,municipal municipality,literal,clean,
3156-01,96,CET-4,murder,murder,murder,canonical,,murder murderous,literal,clean,
3156-02,96,CET-4,murder,murderous,murderous,derived,,murder murderous,literal,clean,
3157-01,96,CET-6,murmur,murmur,murmur,canonical,,murmur,literal,clean,
3158-01,96,CET-4,muscle,muscle,muscle,canonical,,muscle muscular,literal,clean,
3158-02,96,CET-4,muscle,muscular,muscular,derived,,muscle muscular,literal,clean,
3159-01,96,CET-4,museum,museum,museum,canonical,,museum,literal,clean,
3160-01,96,CET-4,mushroom,mushroom,mushroom,canonical,,mushroom,literal,clean,
3161-01,96,CET-4,music,music,music,canonical,,music musical musician,literal,clean,
3161-02,96,CET-4,music,musical,musical,derived,,music musical musician,literal,clean,
3161-03,96,CET-4,music,musician,musician,derived,,music musical musician,literal,clean,
3162-01,96,CET-4,must,must,must,canonical,,must,literal,clean,
3163-01,96,CET-6,mute,mute,mute,canonical,,mute,literal,clean,
3164-01,96,CET-6,mutter,mutter,mutter,canonical,,mutter,literal,clean,
3165-01,96,CET-4,mutual,mutual,mutual,canonical,,mutual,literal,clean,
3166-01,96,CET-4,my,my,my,canonical,,my,literal,clean,
3167-01,96,CET-4,myself,myself,myself,canonical,,myself,literal,clean,
3168-01,96,CET-4,mystery,mystery,mystery,canonical,,mystery mysterious,literal,clean,
3168-02,96,CET-4,mystery,mysterious,mysterious,derived,,mystery mysterious,literal,clean,
3169-01,96,CET-4,myth,myth,myth,canonical,,myth mythical mythology,literal,clean,
3169-02,96,CET-4,myth,mythical,mythical,derived,,myth mythical mythology,literal,clean,
3169-03,96,CET-4,myth,mythology,mythology,derived,,myth mythical mythology,literal,clean,
3170-01,96,CET-4,nail,nail,nail,canonical,,nail,literal,clean,
3171-01,96,CET-6,naive,naive,naive,canonical,,naive naivety,literal,clean,
3171-02,96,CET-6,naive,naivety,naivety,derived,,naive naivety,literal,clean,
3172-01,96,CET-4,naked,naked,naked,canonical,,naked,literal,clean,
3173-01,96,CET-4,name,name,name,canonical,,name,literal,clean,
3174-01,96,CET-4,namely,namely,namely,canonical,,namely,literal,clean,
3175-01,96,CET-4,nap,nap,nap,canonical,,nap,literal,clean,
3176-01,96,CET-4,napkin,napkin,napkin,canonical,,napkin,literal,clean,
3177-01,96,CET-4,narrate,narrate,narrate,canonical,,narrate narration narrative narrator,literal,clean,
3177-02,96,CET-4,narrate,narration,narration,derived,,narrate narration narrative narrator,literal,clean,
3177-03,96,CET-4,narrate,narrative,narrative,derived,,narrate narration narrative narrator,literal,clean,
3177-04,96,CET-4,narrate,narrator,narrator,derived,,narrate narration narrative narrator,literal,clean,
3178-01,96,CET-4,narrow,narrow,narrow,canonical,,narrow narrowly,literal,clean,
3178-02,96,CET-4,narrow,narrowly,narrowly,derived,,narrow narrowly,literal,clean,
3179-01,96,CET-4,nasty,nasty,nasty,canonical,,nasty,literal,clean,
3180-01,96,CET-4,nation,nation,nation,canonical,,nation national nationality nationalist nationalism,literal,clean,
3180-02,96,CET-4,nation,national,national,derived,,nation national nationality nationalist nationalism,literal,clean,
3180-03,96,CET-4,nation,nationality,nationality,derived,,nation national nationality nationalist nationalism,literal,clean,
3180-04,96,CET-4,nation,nationalist,nationalist,derived,,nation national nationality nationalist nationalism,literal,clean,
3180-05,96,CET-4,nation,nationalism,nationalism,derived,,nation national nationality nationalist nationalism,literal,clean,
3181-01,96,CET-4,nationwide,nationwide,nationwide,canonical,,nationwide,literal,clean,
3182-01,96,CET-4,native,native,native,canonical,,native,literal,clean,
3183-01,96,CET-4,nature,nature,nature,canonical,,nature natural naturally,literal,clean,
3183-02,96,CET-4,nature,natural,natural,derived,,nature natural naturally,literal,clean,
3183-03,96,CET-4,nature,naturally,naturally,derived,,nature natural naturally,literal,clean,
3184-01,96,CET-4,naughty,naughty,naughty,canonical,,naughty,literal,clean,
3185-01,96,CET-6,navigate,navigate,navigate,canonical,,navigate navigation,literal,clean,
3185-02,96,CET-6,navigate,navigation,navigation,derived,,navigate navigation,literal,clean,
3186-01,96,CET-4,navy,navy,navy,canonical,,navy naval,literal,clean,
3186-02,96,CET-4,navy,naval,naval,derived,,navy naval,literal,clean,
3187-01,96,CET-4,near,near,near,canonical,,near nearly,literal,clean,
3187-02,96,CET-4,near,nearly,nearly,derived,,near nearly,literal,clean,
3188-01,96,CET-4,nearby,nearby,nearby,canonical,,nearby,literal,clean,
3189-01,96,CET-4,neat,neat,neat,canonical,,neat,literal,clean,
3190-01,96,CET-4,necessary,necessary,necessary,canonical,,necessary necessarily,literal,clean,
3190-02,96,CET-4,necessary,necessarily,necessarily,derived,,necessary necessarily,literal,clean,
3191-01,96,CET-4,necessity,necessity,necessity,canonical,,necessity necessitate,literal,clean,
3191-02,96,CET-4,necessity,necessitate,necessitate,derived,,necessity necessitate,literal,clean,
3192-01,96,CET-4,neck,neck,neck,canonical,,neck,literal,clean,
3193-01,97,CET-4,necklace,necklace,necklace,canonical,,necklace,literal,clean,
3194-01,97,CET-4,need,need,need,canonical,,need needy,literal,clean,
3194-02,97,CET-4,need,needy,needy,derived,,need needy,literal,clean,
3195-01,97,CET-4,needle,needle,needle,canonical,,needle,literal,clean,
3196-01,97,CET-4,negate,negate,negate,canonical,,negate negation negative,literal,clean,
3196-02,97,CET-4,negate,negation,negation,derived,,negate negation negative,literal,clean,
3196-03,97,CET-4,negate,negative,negative,derived,,negate negation negative,literal,clean,
3197-01,97,CET-4,neglect,neglect,neglect,canonical,,neglect neglectful,literal,clean,
3197-02,97,CET-4,neglect,neglectful,neglectful,derived,,neglect neglectful,literal,clean,
3198-01,97,CET-6,negligent,negligent,negligent,canonical,,negligent negligence,literal,clean,
3198-02,97,CET-6,negligent,negligence,negligence,derived,,negligent negligence,literal,clean,
3199-01,97,CET-6,negligible,negligible,negligible,canonical,,negligible,literal,clean,
3200-01,97,CET-4,negotiate,negotiate,negotiate,canonical,,negotiate negotiation negotiable,literal,clean,
3200-02,97,CET-4,negotiate,negotiation,negotiation,derived,,negotiate negotiation negotiable,literal,clean,
3200-03,97,CET-4,negotiate,negotiable,negotiable,derived,,negotiate negotiation negotiable,literal,clean,
3201-01,97,CET-4,neighbor,neighbor,neighbor,canonical,,neighbo(u)r neighbo(u)rhood,optional_omitted,spot_check,括号可选拼写
3201-02,97,CET-4,neighbor,neighbour,neighbour,canonical_variant,,neighbo(u)r neighbo(u)rhood,optional_included,spot_check,括号可选拼写
3201-03,97,CET-4,neighbor,neighborhood,neighborhood,derived,,neighbo(u)r neighbo(u)rhood,optional_omitted,spot_check,括号可选拼写
3201-04,97,CET-4,neighbor,neighbourhood,neighbourhood,derived_variant,,neighbo(u)r neighbo(u)rhood,optional_included,spot_check,括号可选拼写
3202-01,97,CET-4,neither,neither,neither,canonical,,neither,literal,clean,
3203-01,97,CET-4,nephew,nephew,nephew,canonical,,nephew,literal,clean,
3204-01,97,CET-4,nerve,nerve,nerve,canonical,,nerve nervous,literal,clean,
3204-02,97,CET-4,nerve,nervous,nervous,derived,,nerve nervous,literal,clean,
3205-01,97,CET-4,nest,nest,nest,canonical,,nest,literal,clean,
3206-01,97,CET-4,net,net,net,canonical,,net,literal,clean,
3207-01,97,CET-4,network,network,network,canonical,,network networking,literal,clean,
3207-02,97,CET-4,network,networking,networking,derived,,network networking,literal,clean,
3208-01,97,CET-4,neutral,neutral,neutral,canonical,,neutral neutrality neutralize/Ｇise,literal,spot_check,PDF 连字符/共享词尾字形已恢复
3208-02,97,CET-4,neutral,neutrality,neutrality,derived,,neutral neutrality neutralize/Ｇise,literal,spot_check,PDF 连字符/共享词尾字形已恢复
3208-03,97,CET-4,neutral,neutralize,neutralize,derived,,neutral neutrality neutralize/Ｇise,literal,spot_check,PDF 连字符/共享词尾字形已恢复
3208-04,97,CET-4,neutral,neutralise,neutralise,derived_variant,,neutral neutrality neutralize/Ｇise,shared_suffix:-ise,spot_check,共享词尾替换；PDF 连字符/共享词尾字形已恢复
3209-01,97,CET-4,never,never,never,canonical,,never,literal,clean,
3210-01,97,CET-4,nevertheless,nevertheless,nevertheless,canonical,,nevertheless,literal,clean,
3211-01,97,CET-4,new,new,new,canonical,,new,literal,clean,
3212-01,97,CET-4,news,news,news,canonical,,news,literal,clean,
3213-01,97,CET-4,newspaper,newspaper,newspaper,canonical,,newspaper,literal,clean,
3214-01,97,CET-4,next,next,next,canonical,,next,literal,clean,
3215-01,97,CET-4,nice,nice,nice,canonical,,nice nicety,literal,clean,
3215-02,97,CET-4,nice,nicety,nicety,derived,,nice nicety,literal,clean,
3216-01,97,CET-4,nickel,nickel,nickel,canonical,,nickel,literal,clean,
3217-01,97,CET-6,nickname,nickname,nickname,canonical,,nickname,literal,clean,
3218-01,97,CET-4,niece,niece,niece,canonical,,niece,literal,clean,
3219-01,97,CET-4,night,night,night,canonical,,night nightly,literal,clean,
3219-02,97,CET-4,night,nightly,nightly,derived,,night nightly,literal,clean,
3220-01,97,CET-4,nightmare,nightmare,nightmare,canonical,,nightmare,literal,clean,
3221-01,97,CET-6,nil,nil,nil,canonical,,nil,literal,clean,
3222-01,97,CET-4,nine,nine,nine,canonical,,nine,literal,clean,
3223-01,97,CET-4,nineteen,nineteen,nineteen,canonical,,nineteen,literal,clean,
3224-01,97,CET-4,ninety,ninety,ninety,canonical,,ninety,literal,clean,
3225-01,97,CET-4,ninth,ninth,ninth,canonical,,ninth,literal,clean,
3226-01,97,CET-6,nitrogen,nitrogen,nitrogen,canonical,,nitrogen,literal,clean,
3227-01,97,CET-4,no,no,no,canonical,,no,literal,clean,
3228-01,97,CET-4,noble,noble,noble,canonical,,noble nobility,literal,clean,
3228-02,97,CET-4,noble,nobility,nobility,derived,,noble nobility,literal,clean,
3229-01,97,CET-4,nobody,nobody,nobody,canonical,,nobody,literal,clean,
3230-01,97,CET-4,nod,nod,nod,canonical,,nod,literal,clean,
3231-01,97,CET-4,noise,noise,noise,canonical,,noise noisy,literal,clean,
3231-02,97,CET-4,noise,noisy,noisy,derived,,noise noisy,literal,clean,
3232-01,97,CET-6,nominal,nominal,nominal,canonical,,nominal,literal,clean,
3233-01,97,CET-6,nominate,nominate,nominate,canonical,,nominate nomination nominee,literal,clean,
3233-02,97,CET-6,nominate,nomination,nomination,derived,,nominate nomination nominee,literal,clean,
3233-03,97,CET-6,nominate,nominee,nominee,derived,,nominate nomination nominee,literal,clean,
3234-01,97,CET-4,none,none,none,canonical,,none,literal,clean,
3235-01,98,CET-6,nonetheless,nonetheless,nonetheless,canonical,,nonetheless,literal,clean,
3236-01,98,CET-4,nonsense,nonsense,nonsense,canonical,,nonsense,literal,clean,
3237-01,98,CET-4,noodle,noodle,noodle,canonical,,noodle,literal,clean,
3238-01,98,CET-4,noon,noon,noon,canonical,,noon,literal,clean,
3239-01,98,CET-4,nor,nor,nor,canonical,,nor,literal,clean,
3240-01,98,CET-4,norm,norm,norm,canonical,,norm,literal,clean,
3241-01,98,CET-4,normal,normal,normal,canonical,,normal normally normalize/Ｇise normalization/Ｇsation,literal,spot_check,PDF 连字符/共享词尾字形已恢复
3241-02,98,CET-4,normal,normally,normally,derived,,normal normally normalize/Ｇise normalization/Ｇsation,literal,spot_check,PDF 连字符/共享词尾字形已恢复
3241-03,98,CET-4,normal,normalize,normalize,derived,,normal normally normalize/Ｇise normalization/Ｇsation,literal,spot_check,PDF 连字符/共享词尾字形已恢复
3241-04,98,CET-4,normal,normalise,normalise,derived_variant,,normal normally normalize/Ｇise normalization/Ｇsation,shared_suffix:-ise,spot_check,共享词尾替换；PDF 连字符/共享词尾字形已恢复
3241-05,98,CET-4,normal,normalization,normalization,derived,,normal normally normalize/Ｇise normalization/Ｇsation,literal,spot_check,PDF 连字符/共享词尾字形已恢复
3241-06,98,CET-4,normal,normalisation,normalisation,derived_variant,,normal normally normalize/Ｇise normalization/Ｇsation,shared_suffix:-sation,spot_check,共享词尾替换；PDF 连字符/共享词尾字形已恢复
3242-01,98,CET-4,north,north,north,canonical,,north northern,literal,clean,
3242-02,98,CET-4,north,northern,northern,derived,,north northern,literal,clean,
3243-01,98,CET-4,northeast,northeast,northeast,canonical,,northeast northeastern,literal,clean,
3243-02,98,CET-4,northeast,northeastern,northeastern,derived,,northeast northeastern,literal,clean,
3244-01,98,CET-4,northwest,northwest,northwest,canonical,,northwest northwestern,literal,clean,
3244-02,98,CET-4,northwest,northwestern,northwestern,derived,,northwest northwestern,literal,clean,
3245-01,98,CET-4,nose,nose,nose,canonical,,nose nosy,literal,clean,
3245-02,98,CET-4,nose,nosy,nosy,derived,,nose nosy,literal,clean,
3246-01,98,CET-4,not,not,not,canonical,,not,literal,clean,
3247-01,98,CET-4,note,note,note,canonical,,note notation notable,literal,clean,
3247-02,98,CET-4,note,notation,notation,derived,,note notation notable,literal,clean,
3247-03,98,CET-4,note,notable,notable,derived,,note notation notable,literal,clean,
3248-01,98,CET-4,notebook,notebook,notebook,canonical,,notebook,literal,clean,
3249-01,98,CET-6,noteworthy,noteworthy,noteworthy,canonical,,noteworthy,literal,clean,
3250-01,98,CET-4,nothing,nothing,nothing,canonical,,nothing,literal,clean,
3251-01,98,CET-4,notice,notice,notice,canonical,,notice noticeable,literal,clean,
3251-02,98,CET-4,notice,noticeable,noticeable,derived,,notice noticeable,literal,clean,
3252-01,98,CET-4,notify,notify,notify,canonical,,notify notification,literal,clean,
3252-02,98,CET-4,notify,notification,notification,derived,,notify notification,literal,clean,
3253-01,98,CET-4,notion,notion,notion,canonical,,notion notional,literal,clean,
3253-02,98,CET-4,notion,notional,notional,derived,,notion notional,literal,clean,
3254-01,98,CET-6,notorious,notorious,notorious,canonical,,notorious notoriety,literal,clean,
3254-02,98,CET-6,notorious,notoriety,notoriety,derived,,notorious notoriety,literal,clean,
3255-01,98,CET-6,notwithstanding,notwithstanding,notwithstanding,canonical,,notwithstanding,literal,clean,
3256-01,98,CET-4,noun,noun,noun,canonical,,noun,literal,clean,
3257-01,98,CET-4,nourish,nourish,nourish,canonical,,nourish nourishment,literal,clean,
3257-02,98,CET-4,nourish,nourishment,nourishment,derived,,nourish nourishment,literal,clean,
3258-01,98,CET-4,novel,novel,novel,canonical,1,novel１,literal,spot_check,同形异义编号已移至 sense_number
3259-01,98,CET-4,novel,novel,novel,canonical,2,novel２,literal,spot_check,同形异义编号已移至 sense_number
3260-01,98,CET-4,november,november,November,canonical,,November,literal,clean,
3261-01,98,CET-4,now,now,now,canonical,,now,literal,clean,
3262-01,98,CET-4,nowadays,nowadays,nowadays,canonical,,nowadays,literal,clean,
3263-01,98,CET-4,nowhere,nowhere,nowhere,canonical,,nowhere,literal,clean,
3264-01,98,CET-4,nuclear,nuclear,nuclear,canonical,,nuclear nucleus,literal,clean,
3264-02,98,CET-4,nuclear,nucleus,nucleus,derived,,nuclear nucleus,literal,clean,
3265-01,98,CET-4,nude,nude,nude,canonical,,nude nudity,literal,clean,
3265-02,98,CET-4,nude,nudity,nudity,derived,,nude nudity,literal,clean,
3266-01,98,CET-4,nuisance,nuisance,nuisance,canonical,,nuisance,literal,clean,
3267-01,98,CET-6,numb,numb,numb,canonical,,numb,literal,clean,
3268-01,98,CET-4,number,number,number,canonical,,number,literal,clean,
3269-01,98,CET-6,numerical,numerical,numerical,canonical,,numerical,literal,clean,
3270-01,98,CET-4,numerous,numerous,numerous,canonical,,numerous,literal,clean,
3271-01,98,CET-4,nurse,nurse,nurse,canonical,,nurse,literal,clean,
3272-01,98,CET-4,nursery,nursery,nursery,canonical,,nursery,literal,clean,
3273-01,98,CET-6,nurture,nurture,nurture,canonical,,nurture,literal,clean,
3274-01,98,CET-4,nut,nut,nut,canonical,,nut,literal,clean,
3275-01,98,CET-4,nutrition,nutrition,nutrition,canonical,,nutrition nutrient,literal,clean,
3275-02,98,CET-4,nutrition,nutrient,nutrient,derived,,nutrition nutrient,literal,clean,
3276-01,98,CET-6,oak,oak,oak,canonical,,oak,literal,clean,
3277-01,99,CET-6,oar,oar,oar,canonical,,oar,literal,clean,
3278-01,99,CET-6,oath,oath,oath,canonical,,oath,literal,clean,
3279-01,99,CET-4,obese,obese,obese,canonical,,obese obesity,literal,clean,
3279-02,99,CET-4,obese,obesity,obesity,derived,,obese obesity,literal,clean,
3280-01,99,CET-4,obey,obey,obey,canonical,,obey obedient obedience,literal,clean,
3280-02,99,CET-4,obey,obedient,obedient,derived,,obey obedient obedience,literal,clean,
3280-03,99,CET-4,obey,obedience,obedience,derived,,obey obedient obedience,literal,clean,
3281-01,99,CET-4,object,object,object,canonical,1,object１,literal,spot_check,同形异义编号已移至 sense_number
3282-01,99,CET-4,object,object,object,canonical,2,object２,literal,spot_check,同形异义编号已移至 sense_number
3283-01,99,CET-4,objective,objective,objective,canonical,,objective,literal,clean,
3284-01,99,CET-4,oblige,oblige,oblige,canonical,,oblige obligation obliged obligatory,literal,clean,
3284-02,99,CET-4,oblige,obligation,obligation,derived,,oblige obligation obliged obligatory,literal,clean,
3284-03,99,CET-4,oblige,obliged,obliged,derived,,oblige obligation obliged obligatory,literal,clean,
3284-04,99,CET-4,oblige,obligatory,obligatory,derived,,oblige obligation obliged obligatory,literal,clean,
3285-01,99,CET-6,obscene,obscene,obscene,canonical,,obscene obscenity,literal,clean,
3285-02,99,CET-6,obscene,obscenity,obscenity,derived,,obscene obscenity,literal,clean,
3286-01,99,CET-6,obscure,obscure,obscure,canonical,,obscure obscurity,literal,clean,
3286-02,99,CET-6,obscure,obscurity,obscurity,derived,,obscure obscurity,literal,clean,
3287-01,99,CET-6,observatory,observatory,observatory,canonical,,observatory,literal,clean,
3288-01,99,CET-4,observe,observe,observe,canonical,,observe observation observer observant,literal,clean,
3288-02,99,CET-4,observe,observation,observation,derived,,observe observation observer observant,literal,clean,
3288-03,99,CET-4,observe,observer,observer,derived,,observe observation observer observant,literal,clean,
3288-04,99,CET-4,observe,observant,observant,derived,,observe observation observer observant,literal,clean,
3289-01,99,CET-6,obsess,obsess,obsess,canonical,,obsess obsession obsessive,literal,clean,
3289-02,99,CET-6,obsess,obsession,obsession,derived,,obsess obsession obsessive,literal,clean,
3289-03,99,CET-6,obsess,obsessive,obsessive,derived,,obsess obsession obsessive,literal,clean,
3290-01,99,CET-4,obstacle,obstacle,obstacle,canonical,,obstacle,literal,clean,
3291-01,99,CET-6,obstruct,obstruct,obstruct,canonical,,obstruct obstruction,literal,clean,
3291-02,99,CET-6,obstruct,obstruction,obstruction,derived,,obstruct obstruction,literal,clean,
3292-01,99,CET-4,obtain,obtain,obtain,canonical,,obtain obtainment,literal,clean,
3292-02,99,CET-4,obtain,obtainment,obtainment,derived,,obtain obtainment,literal,clean,
3293-01,99,CET-4,obvious,obvious,obvious,canonical,,obvious obviously,literal,clean,
3293-02,99,CET-4,obvious,obviously,obviously,derived,,obvious obviously,literal,clean,
3294-01,99,CET-4,occasion,occasion,occasion,canonical,,occasion occasional occasionally,literal,clean,
3294-02,99,CET-4,occasion,occasional,occasional,derived,,occasion occasional occasionally,literal,clean,
3294-03,99,CET-4,occasion,occasionally,occasionally,derived,,occasion occasional occasionally,literal,clean,
3295-01,99,CET-4,occupation,occupation,occupation,canonical,,occupation occupational,literal,clean,
3295-02,99,CET-4,occupation,occupational,occupational,derived,,occupation occupational,literal,clean,
3296-01,99,CET-4,occupy,occupy,occupy,canonical,,occupy occupancy occupant,literal,clean,
3296-02,99,CET-4,occupy,occupancy,occupancy,derived,,occupy occupancy occupant,literal,clean,
